0.0,0
1.0,0
2.0,0
3.0,0
4.0,1
5.0,1
6.0,1
7.0,0
8.0,4
9.0,1
10.0,2
11.0,0
12.0,0
13.0,0
14.0,1
15.0,0
16.0,1
17.0,0
18.0,1
19.0,0
20.0,1
21.0,2
22.0,0
23.0,0
24.0,1
25.0,2
26.0,1
27.0,2
28.0,1
29.0,0
30.0,0
31.0,0
32.0,2
33.0,1
34.0,0
35.0,1
36.0,0
37.0,2
38.0,0
39.0,1
40.0,0
41.0,1
42.0,0
43.0,0
44.0,0
45.0,0
46.0,0
47.0,0
48.0,0
49.0,0
50.0,0
51.0,1
52.0,1
53.0,1
54.0,1
55.0,1
56.0,0
57.0,3
58.0,0
59.0,2
60.0,2
61.0,0
62.0,1
63.0,0
64.0,1
65.0,1
66.0,0
67.0,1
68.0,0
69.0,1
70.0,0
71.0,0
72.0,0
73.0,0
74.0,0
75.0,1
76.0,1
77.0,1
78.0,0
79.0,0
80.0,0
81.0,0
82.0,1
83.0,0
84.0,0
85.0,1
86.0,2
87.0,0
88.0,0
89.0,1
90.0,0
91.0,0
92.0,1
93.0,0
94.0,0
95.0,0
96.0,1
97.0,0
98.0,0
99.0,2
100.0,0
101.0,1
102.0,0
103.0,0
104.0,2
105.0,0
106.0,1
107.0,0
108.0,0
109.0,2
110.0,0
111.0,0
112.0,0
113.0,0
114.0,0
115.0,2
116.0,1
117.0,0
118.0,2
119.0,3
120.0,0
121.0,0
122.0,0
123.0,0
124.0,1
125.0,1
126.0,0
127.0,0
128.0,2
129.0,0
130.0,0
131.0,1
132.0,1
133.0,1
134.0,0
135.0,1
136.0,0
137.0,0
138.0,3
139.0,0
140.0,1
141.0,2
142.0,1
143.0,0
144.0,0
145.0,1
146.0,0
147.0,2
148.0,0
149.0,1
150.0,1
151.0,1
152.0,0
153.0,1
154.0,2
155.0,0
156.0,0
157.0,2
158.0,0
159.0,0
160.0,1
161.0,0
162.0,0
163.0,1
164.0,3
165.0,0
166.0,0
167.0,1
168.0,1
169.0,0
170.0,0
171.0,2
172.0,0
173.0,0
174.0,1
175.0,0
176.0,0
177.0,0
178.0,1
179.0,0
180.0,0
181.0,1
182.0,0
183.0,2
184.0,4
185.0,4
186.0,5
187.0,5
188.0,4
189.0,5
190.0,3
191.0,6
192.0,3
193.0,1
194.0,1
195.0,4
196.0,0
197.0,4
198.0,3
199.0,3
200.0,4
201.0,3
202.0,2
203.0,2
204.0,1
205.0,1
206.0,1
207.0,1
208.0,1
209.0,2
210.0,0
211.0,0
212.0,1
213.0,4
214.0,1
215.0,0
216.0,0
217.0,2
218.0,0
219.0,2
220.0,0
221.0,1
222.0,1
223.0,1
224.0,1
225.0,0
226.0,0
227.0,0
228.0,2
229.0,0
230.0,0
231.0,1
232.0,1
233.0,1
234.0,2
235.0,1
236.0,1
237.0,1
238.0,1
239.0,0
240.0,0
241.0,1
242.0,1
243.0,1
244.0,0
245.0,0
246.0,1
247.0,1
248.0,1
249.0,1
250.0,0
251.0,0
252.0,2
253.0,0
254.0,0
255.0,1
256.0,2
257.0,0
258.0,0
259.0,0
260.0,0
261.0,1
262.0,0
263.0,0
264.0,0
265.0,1
266.0,0
267.0,0
268.0,0
269.0,0
270.0,2
271.0,1
272.0,0
273.0,3
274.0,0
275.0,0
276.0,2
277.0,0
278.0,0
279.0,0
280.0,2
281.0,0
282.0,0
283.0,1
284.0,0
285.0,0
286.0,1
287.0,0
288.0,1
289.0,1
290.0,0
291.0,1
292.0,1
293.0,1
294.0,1
295.0,0
296.0,1
297.0,1
298.0,0
299.0,1
300.0,0
301.0,1
302.0,0
303.0,2
304.0,1
305.0,0
306.0,0
307.0,0
308.0,0
309.0,0
310.0,0
311.0,0
312.0,0
313.0,1
314.0,0
315.0,1
316.0,0
317.0,0
318.0,0
319.0,1
320.0,3
321.0,0
322.0,0
323.0,1
324.0,2
325.0,0
326.0,0
327.0,0
328.0,2
329.0,0
330.0,0
331.0,0
332.0,1
333.0,1
334.0,0
335.0,0
336.0,0
337.0,0
338.0,1
339.0,1
340.0,0
341.0,0
342.0,1
343.0,0
344.0,2
345.0,1
346.0,0
347.0,1
348.0,1
349.0,0
350.0,0
351.0,0
352.0,1
353.0,0
354.0,0
355.0,2
356.0,1
357.0,0
358.0,0
359.0,2
360.0,0
361.0,0
362.0,1
363.0,0
364.0,1
365.0,0
366.0,2
367.0,0
368.0,0
369.0,0
370.0,1
371.0,1
372.0,2
373.0,0
374.0,1
375.0,0
376.0,2
377.0,0
378.0,0
379.0,1
380.0,1
381.0,1
382.0,1
383.0,0
384.0,0
385.0,0
386.0,3
387.0,2
388.0,0
389.0,0
390.0,3
391.0,0
392.0,1
393.0,0
394.0,0
395.0,1
396.0,0
397.0,1
398.0,1
399.0,1
400.0,1
401.0,0
402.0,0
403.0,0
404.0,1
405.0,0
406.0,0
407.0,0
408.0,1
409.0,1
410.0,1
411.0,1
412.0,1
413.0,0
414.0,0
415.0,0
416.0,1
417.0,1
418.0,1
419.0,1
420.0,1
421.0,2
422.0,0
423.0,3
424.0,3
425.0,2
426.0,3
427.0,4
428.0,1
429.0,8
430.0,7
431.0,6
432.0,6
433.0,7
434.0,13
435.0,4
436.0,8
437.0,9
438.0,4
439.0,1
440.0,6
441.0,2
442.0,3
443.0,7
444.0,1
445.0,6
446.0,2
447.0,2
448.0,3
449.0,2
450.0,0
451.0,1
452.0,0
453.0,2
454.0,1
455.0,1
456.0,1
457.0,0
458.0,1
459.0,1
460.0,1
461.0,0
462.0,1
463.0,1
464.0,0
465.0,1
466.0,1
467.0,2
468.0,1
469.0,1
470.0,2
471.0,1
472.0,1
473.0,1
474.0,0
475.0,0
476.0,0
477.0,1
478.0,0
479.0,2
480.0,1
481.0,0
482.0,0
483.0,1
484.0,1
485.0,0
486.0,0
487.0,0
488.0,0
489.0,1
490.0,0
491.0,0
492.0,0
493.0,1
494.0,1
495.0,1
496.0,0
497.0,2
498.0,2
499.0,0
500.0,1
501.0,1
502.0,0
503.0,0
504.0,0
505.0,1
506.0,0
507.0,1
508.0,1
509.0,0
510.0,2
511.0,2
512.0,1
513.0,0
514.0,0
515.0,1
516.0,0
517.0,0
518.0,0
519.0,0
520.0,1
521.0,0
522.0,2
523.0,0
524.0,1
525.0,0
526.0,1
527.0,0
528.0,0
529.0,1
530.0,1
531.0,1
532.0,4
533.0,1
534.0,2
535.0,5
536.0,5
537.0,4
538.0,5
539.0,11
540.0,4
541.0,6
542.0,9
543.0,10
544.0,4
545.0,11
546.0,4
547.0,4
548.0,3
549.0,4
550.0,4
551.0,4
552.0,4
553.0,2
554.0,6
555.0,2
556.0,2
557.0,1
558.0,0
559.0,2
560.0,0
561.0,3
562.0,0
563.0,0
564.0,2
565.0,0
566.0,2
567.0,2
568.0,1
569.0,1
570.0,0
571.0,1
572.0,1
