0.0,0
1.0,1
2.0,2
3.0,2
4.0,2
5.0,0
6.0,0
7.0,1
8.0,0
9.0,1
10.0,0
11.0,1
12.0,2
13.0,0
14.0,2
15.0,0
16.0,0
17.0,1
18.0,0
19.0,0
20.0,0
21.0,1
22.0,0
23.0,1
24.0,0
25.0,0
26.0,1
27.0,0
28.0,0
29.0,2
30.0,1
31.0,0
32.0,1
33.0,2
34.0,0
35.0,1
36.0,0
37.0,0
38.0,0
39.0,0
40.0,1
41.0,0
42.0,2
43.0,0
44.0,1
45.0,2
46.0,0
47.0,4
48.0,0
49.0,0
50.0,0
51.0,1
52.0,0
53.0,1
54.0,1
55.0,0
56.0,0
57.0,0
58.0,0
59.0,0
60.0,0
61.0,0
62.0,0
63.0,0
64.0,1
65.0,0
66.0,1
67.0,0
68.0,0
69.0,0
70.0,0
71.0,0
72.0,0
73.0,1
74.0,3
75.0,1
76.0,0
77.0,1
78.0,0
79.0,0
80.0,0
81.0,2
82.0,0
83.0,0
84.0,1
85.0,0
86.0,0
87.0,1
88.0,0
89.0,1
90.0,0
91.0,1
92.0,0
93.0,1
94.0,2
95.0,0
96.0,1
97.0,1
98.0,1
99.0,0
100.0,1
101.0,1
102.0,1
103.0,2
104.0,1
105.0,0
106.0,0
107.0,1
108.0,1
109.0,0
110.0,1
111.0,1
112.0,0
113.0,0
114.0,1
115.0,1
116.0,0
117.0,3
118.0,1
119.0,0
120.0,0
121.0,1
122.0,0
123.0,0
124.0,0
125.0,1
126.0,1
127.0,0
128.0,0
129.0,0
130.0,0
131.0,0
132.0,0
133.0,0
134.0,0
135.0,0
136.0,1
137.0,1
138.0,2
139.0,0
140.0,1
141.0,1
142.0,1
143.0,0
144.0,0
145.0,0
146.0,2
147.0,0
148.0,1
149.0,0
150.0,0
151.0,1
152.0,1
153.0,1
154.0,1
155.0,2
156.0,2
157.0,0
158.0,0
159.0,0
160.0,0
161.0,1
162.0,0
163.0,1
164.0,0
165.0,0
166.0,0
167.0,1
168.0,1
169.0,0
170.0,0
171.0,2
172.0,1
173.0,0
174.0,1
175.0,1
176.0,2
177.0,0
178.0,0
179.0,1
180.0,0
181.0,1
182.0,2
183.0,0
184.0,2
185.0,5
186.0,4
187.0,6
188.0,8
189.0,2
190.0,4
191.0,5
192.0,8
193.0,5
194.0,2
195.0,3
196.0,3
197.0,1
198.0,4
199.0,4
200.0,5
201.0,1
202.0,0
203.0,1
204.0,1
205.0,1
206.0,1
207.0,0
208.0,0
209.0,1
210.0,1
211.0,0
212.0,1
213.0,1
214.0,2
215.0,0
216.0,0
217.0,1
218.0,0
219.0,2
220.0,2
221.0,2
222.0,0
223.0,0
224.0,0
225.0,2
226.0,1
227.0,1
228.0,0
229.0,1
230.0,0
231.0,1
232.0,0
233.0,1
234.0,0
235.0,0
236.0,0
237.0,0
238.0,0
239.0,2
240.0,0
241.0,0
242.0,0
243.0,0
244.0,0
245.0,1
246.0,0
247.0,0
248.0,1
249.0,1
250.0,0
251.0,3
252.0,0
253.0,1
254.0,0
255.0,1
256.0,1
257.0,0
258.0,0
259.0,0
260.0,1
261.0,0
262.0,0
263.0,2
264.0,1
265.0,0
266.0,2
267.0,0
268.0,0
269.0,0
270.0,1
271.0,1
272.0,1
273.0,1
274.0,1
275.0,1
276.0,0
277.0,0
278.0,2
279.0,0
280.0,1
281.0,0
282.0,0
283.0,0
284.0,0
285.0,1
286.0,0
287.0,2
288.0,0
289.0,0
290.0,0
291.0,1
292.0,0
293.0,1
294.0,0
295.0,2
296.0,0
297.0,0
298.0,1
299.0,0
300.0,0
301.0,0
302.0,0
303.0,0
304.0,0
305.0,0
306.0,0
307.0,0
308.0,0
309.0,1
