0.0,0
1.0,1
2.0,1
3.0,2
4.0,0
5.0,3
6.0,0
7.0,0
8.0,3
9.0,0
10.0,1
11.0,1
12.0,1
13.0,0
14.0,0
15.0,3
16.0,0
17.0,0
18.0,0
19.0,0
20.0,0
21.0,1
22.0,0
23.0,1
24.0,3
25.0,0
26.0,0
27.0,0
28.0,0
29.0,1
30.0,0
31.0,0
32.0,0
33.0,0
34.0,0
35.0,1
36.0,1
37.0,0
38.0,1
39.0,0
40.0,0
41.0,0
42.0,0
43.0,0
44.0,0
45.0,0
46.0,1
47.0,2
48.0,1
49.0,0
50.0,1
51.0,1
52.0,0
53.0,1
54.0,1
55.0,0
56.0,0
57.0,1
58.0,0
59.0,0
60.0,2
61.0,0
62.0,1
63.0,0
64.0,1
65.0,1
66.0,0
67.0,0
68.0,0
69.0,1
70.0,0
71.0,3
72.0,0
73.0,0
74.0,0
75.0,0
76.0,1
77.0,1
78.0,0
79.0,1
80.0,0
81.0,1
82.0,0
83.0,0
84.0,0
85.0,0
86.0,1
87.0,1
88.0,0
89.0,0
90.0,1
91.0,1
92.0,1
93.0,3
94.0,0
95.0,1
96.0,1
97.0,1
98.0,0
99.0,0
100.0,1
101.0,2
102.0,0
103.0,1
104.0,0
105.0,1
106.0,0
107.0,0
108.0,1
109.0,0
110.0,0
111.0,0
112.0,0
113.0,0
114.0,0
115.0,0
116.0,0
117.0,0
118.0,2
119.0,1
120.0,0
121.0,0
122.0,1
123.0,2
124.0,1
125.0,3
126.0,0
127.0,0
128.0,1
129.0,0
130.0,0
131.0,0
132.0,1
133.0,2
134.0,1
135.0,1
136.0,2
137.0,1
138.0,1
139.0,1
140.0,0
141.0,1
142.0,0
143.0,1
144.0,1
145.0,0
146.0,1
147.0,2
148.0,1
149.0,1
150.0,0
151.0,0
152.0,0
153.0,2
154.0,1
155.0,1
156.0,0
157.0,0
158.0,0
159.0,0
160.0,0
161.0,1
162.0,2
163.0,0
164.0,0
165.0,0
166.0,0
167.0,1
168.0,3
169.0,0
170.0,1
171.0,1
172.0,1
173.0,0
174.0,1
175.0,1
176.0,1
177.0,0
178.0,1
179.0,0
180.0,3
181.0,15
182.0,19
183.0,24
184.0,32
185.0,38
186.0,47
187.0,43
188.0,54
189.0,62
190.0,46
191.0,59
192.0,62
193.0,40
194.0,36
195.0,27
196.0,39
197.0,29
198.0,25
199.0,19
200.0,13
201.0,21
202.0,13
203.0,15
204.0,12
205.0,8
206.0,9
207.0,5
208.0,4
209.0,10
210.0,8
211.0,8
212.0,4
213.0,6
214.0,5
215.0,6
216.0,4
217.0,3
218.0,1
219.0,1
220.0,4
221.0,3
222.0,2
223.0,1
224.0,0
225.0,5
226.0,2
227.0,2
228.0,0
229.0,3
230.0,2
231.0,3
232.0,0
233.0,1
234.0,0
235.0,0
236.0,0
237.0,2
238.0,0
239.0,4
240.0,2
241.0,3
242.0,0
243.0,1
244.0,1
245.0,0
246.0,0
247.0,0
248.0,0
249.0,0
250.0,0
251.0,0
252.0,1
253.0,2
254.0,1
255.0,0
256.0,0
257.0,2
258.0,2
259.0,1
260.0,1
261.0,1
262.0,1
263.0,3
264.0,0
265.0,0
266.0,1
267.0,0
268.0,1
269.0,0
270.0,0
271.0,2
272.0,2
273.0,0
274.0,0
275.0,1
276.0,2
277.0,0
278.0,2
279.0,1
280.0,0
281.0,0
282.0,1
283.0,0
284.0,0
285.0,0
286.0,1
287.0,0
288.0,1
289.0,1
290.0,3
291.0,0
292.0,0
293.0,1
294.0,1
295.0,1
296.0,1
297.0,1
298.0,0
299.0,2
300.0,1
301.0,1
302.0,2
303.0,0
304.0,0
305.0,2
306.0,1
307.0,3
308.0,0
309.0,0
